207,MICHIGAN,MICHIGAN,Total,"7,231","6,963",96.3,0.6,1.6,1.7,"4,996",69.1,0.6,1.6,1.7,"4,343",60.1,0.6,1.6,1.7
208,,,Male,"3,517","3,387",96.3,0.9,2.3,2.4,"2,387",67.9,0.9,2.3,2.4,"2,057",58.5,0.9,2.3,2.4
209,,,Female,"3,713","3,576",96.3,0.9,2.1,2.3,"2,609",70.3,0.9,2.1,2.3,"2,287",61.6,0.9,2.1,2.3
210,,,N-H White,"6,024","5,920",98.3,0.5,1.7,1.8,"4,280",71.1,0.5,1.7,1.8,"3,731",61.9,0.5,1.7,1.8
211,,,N-H Black,877,867,98.9,1.2,5.3,5.7,621,70.9,1.2,5.3,5.7,534,60.9,1.2,5.3,5.7
212,,,API,161,61,38.0,13.9,11.5,11.2,33,20.4,13.9,11.5,11.2,30,19.0,13.9,11.5,11.2
213,,,Hispanic,156,103,65.6,17.1,16.9,15.7,51,32.8,17.1,16.9,15.7,40,25.5,17.1,16.9,15.7
214,,,White,"6,156","6,005",97.5,0.6,1.7,1.8,"4,325",70.3,0.6,1.7,1.8,"3,767",61.2,0.6,1.7,1.8
215,,,Black,891,874,98.1,1.6,5.3,5.7,621,69.8,1.6,5.3,5.7,534,59.9,1.6,5.3,5.7
216,MINNESOTA,MINNESOTA,Total,"3,506","3,407",97.2,0.9,2.2,2.5,"2,688",76.7,0.9,2.2,2.5,"2,376",67.8,0.9,2.2,2.5
217,,,Male,"1,721","1,661",96.5,1.4,3.3,3.6,"1,257",73.0,1.4,3.3,3.6,"1,119",65.0,1.4,3.3,3.6
218,,,Female,"1,785","1,746",97.8,1.1,3.0,3.4,"1,431",80.2,1.1,3.0,3.4,"1,257",70.4,1.1,3.0,3.4
219,,,N-H White,"3,245","3,227",99.5,0.4,2.2,2.5,"2,583",79.6,0.4,2.2,2.5,"2,296",70.8,0.4,2.2,2.5
220,,,N-H Black,95,91,(B),(B),(B),(B),54,(B),(B),(B),(B),41,(B),(B),(B),(B)
221,,,API,81,34,(B),(B),(B),(B),26,(B),(B),(B),(B),18,(B),(B),(B),(B)
222,,,Hispanic,50,19,(B),(B),(B),(B),9,(B),(B),(B),(B),9,(B),(B),(B),(B)
223,,,White,"3,296","3,247",98.5,0.7,2.2,2.5,"2,592",78.6,0.7,2.2,2.5,"2,305",69.9,0.7,2.2,2.5
224,,,Black,95,91,(B),(B),(B),(B),54,(B),(B),(B),(B),41,(B),(B),(B),(B)
225,MISSISSIPPI,MISSISSIPPI,Total,"2,029","2,001",98.6,0.6,2.4,2.6,"1,465",72.2,0.6,2.4,2.6,"1,213",59.8,0.6,2.4,2.6
226,,,Male,943,929,98.6,0.9,3.6,3.8,655,69.5,0.9,3.6,3.8,535,56.8,0.9,3.6,3.8
227,,,Female,"1,086","1,072",98.7,0.8,3.1,3.5,809,74.5,0.8,3.1,3.5,678,62.4,0.8,3.1,3.5
228,,,N-H White,"1,371","1,361",99.3,0.5,2.9,3.1,995,72.6,0.5,2.9,3.1,849,61.9,0.5,2.9,3.1
229,,,N-H Black,611,611,100.0,0.0,5.1,5.7,450,73.7,0.0,5.1,5.7,357,58.5,0.0,5.1,5.7
230,,,API,16,4,(B),(B),(B),(B),4,(B),(B),(B),(B),-,(B),(B),(B),(B)
231,,,Hispanic,25,19,(B),(B),(B),(B),13,(B),(B),(B),(B),4,(B),(B),(B),(B)
232,,,White,"1,394","1,378",98.9,0.7,2.9,3.1,"1,006",72.2,0.7,2.9,3.1,854,61.2,0.7,2.9,3.1
233,,,Black,611,611,100.0,0.0,5.1,5.7,450,73.7,0.0,5.1,5.7,357,58.5,0.0,5.1,5.7
234,MISSOURI,MISSOURI,Total,"4,066","3,987",98.1,0.8,2.4,2.6,"3,023",74.3,0.8,2.4,2.6,"2,659",65.4,0.8,2.4,2.6
235,,,Male,"1,902","1,872",98.4,1.0,3.6,3.8,"1,386",72.9,1.0,3.6,3.8,"1,217",64.0,1.0,3.6,3.8
236,,,Female,"2,165","2,115",97.7,1.1,3.2,3.5,"1,637",75.6,1.1,3.2,3.5,"1,442",66.6,1.1,3.2,3.5
237,,,N-H White,"3,494","3,467",99.2,0.5,2.5,2.8,"2,639",75.5,0.5,2.5,2.8,"2,314",66.2,0.5,2.5,2.8
238,,,N-H Black,442,433,97.9,2.8,8.6,9.4,337,76.1,2.8,8.6,9.4,302,68.2,2.8,8.6,9.4
239,,,API,88,55,(B),(B),(B),(B),34,(B),(B),(B),(B),30,(B),(B),(B),(B)
240,,,Hispanic,38,27,(B),(B),(B),(B),13,(B),(B),(B),(B),13,(B),(B),(B),(B)
241,,,White,"3,526","3,488",98.9,0.6,2.5,2.8,"2,649",75.1,0.6,2.5,2.8,"2,324",65.9,0.6,2.5,2.8
242,,,Black,449,439,98.0,2.8,8.6,9.3,340,75.7,2.8,8.6,9.3,305,67.9,2.8,8.6,9.3
243,MONTANA,MONTANA,Total,658,650,98.9,0.5,2.4,2.5,461,70.0,0.5,2.4,2.5,409,62.2,0.5,2.4,2.5
244,,,Male,329,327,99.4,0.6,3.4,3.6,224,68.0,0.6,3.4,3.6,198,60.1,0.6,3.4,3.6
245,,,Female,329,323,98.3,0.9,3.3,3.5,237,72.1,0.9,3.3,3.5,212,64.3,0.9,3.3,3.5
246,,,N-H White,608,603,99.2,0.5,2.4,2.6,430,70.8,0.5,2.4,2.6,385,63.3,0.5,2.4,2.6
247,,,N-H Black,-,-,(B),(B),(B),(B),-,(B),(B),(B),(B),-,(B),(B),(B),(B)
248,,,API,3,1,(B),(B),(B),(B),1,(B),(B),(B),(B),1,(B),(B),(B),(B)
249,,,Hispanic,13,12,(B),(B),(B),(B),9,(B),(B),(B),(B),8,(B),(B),(B),(B)
250,,,White,620,615,99.1,0.5,2.4,2.6,439,70.8,0.5,2.4,2.6,392,63.3,0.5,2.4,2.6
251,,,Black,-,-,(B),(B),(B),(B),-,(B),(B),(B),(B),-,(B),(B),(B),(B)
252,NEBRASKA,NEBRASKA,Total,"1,205","1,176",97.6,0.8,2.5,2.7,865,71.8,0.8,2.5,2.7,710,58.9,0.8,2.5,2.7
253,,,Male,579,567,97.9,1.1,3.7,3.9,394,68.1,1.1,3.7,3.9,331,57.2,1.1,3.7,3.9
254,,,Female,626,609,97.3,1.2,3.3,3.7,471,75.2,1.2,3.3,3.7,379,60.5,1.2,3.3,3.7
255,,,N-H White,"1,078","1,075",99.7,0.3,2.6,2.8,800,74.2,0.3,2.6,2.8,661,61.3,0.3,2.6,2.8
256,,,N-H Black,46,46,(B),(B),(B),(B),30,(B),(B),(B),(B),23,(B),(B),(B),(B)
257,,,API,14,13,(B),(B),(B),(B),8,(B),(B),(B),(B),7,(B),(B),(B),(B)
258,,,Hispanic,56,32,(B),(B),(B),(B),20,(B),(B),(B),(B),15,(B),(B),(B),(B)
259,,,White,"1,133","1,106",97.6,0.9,2.5,2.8,820,72.3,0.9,2.5,2.8,675,59.6,0.9,2.5,2.8
260,,,Black,46,46,(B),(B),(B),(B),30,(B),(B),(B),(B),23,(B),(B),(B),(B)
261,NEVADA,NEVADA,Total,"1,377","1,229",89.3,1.6,2.7,2.6,720,52.3,1.6,2.7,2.6,641,46.5,1.6,2.7,2.6
262,,,Male,693,623,89.9,2.3,3.7,3.7,349,50.3,2.3,3.7,3.7,310,44.7,2.3,3.7,3.7
263,,,Female,683,606,88.7,2.4,3.8,3.8,371,54.2,2.4,3.8,3.8,331,48.4,2.4,3.8,3.8
264,,,N-H White,945,932,98.6,0.7,3.1,3.2,578,61.2,0.7,3.1,3.2,525,55.6,0.7,3.1,3.2
265,,,N-H Black,105,101,96.0,4.6,11.6,11.4,51,48.8,4.6,11.6,11.4,41,39.0,4.6,11.6,11.4
266,,,API,92,66,(B),(B),(B),(B),25,(B),(B),(B),(B),18,(B),(B),(B),(B)
267,,,Hispanic,220,113,51.5,10.4,8.9,8.4,53,23.9,10.4,8.9,8.4,45,20.4,10.4,8.9,8.4
268,,,White,"1,144","1,033",90.2,1.7,2.9,2.9,625,54.6,1.7,2.9,2.9,563,49.2,1.7,2.9,2.9
269,,,Black,112,108,96.2,4.3,11.3,11.0,55,49.0,4.3,11.3,11.0,44,39.8,4.3,11.3,11.0
270,NEW HAMPSHIRE,NEW HAMPSHIRE,Total,902,857,95.0,1.3,2.8,2.9,628,69.6,1.3,2.8,2.9,571,63.3,1.3,2.8,2.9
271,,,Male,442,421,95.3,1.9,4.1,4.2,301,68.1,1.9,4.1,4.2,271,61.3,1.9,4.1,4.2
272,,,Female,461,437,94.8,1.9,3.9,4.1,327,70.9,1.9,3.9,4.1,300,65.2,1.9,3.9,4.1
273,,,N-H White,848,824,97.2,1.0,2.8,3.0,607,71.6,1.0,2.8,3.0,551,65.0,1.0,2.8,3.0
274,,,N-H Black,13,13,(B),(B),(B),(B),10,(B),(B),(B),(B),9,(B),(B),(B),(B)
275,,,API,23,10,(B),(B),(B),(B),4,(B),(B),(B),(B),4,(B),(B),(B),(B)
276,,,Hispanic,14,6,(B),(B),(B),(B),4,(B),(B),(B),(B),4,(B),(B),(B),(B)
277,,,White,862,830,96.2,1.2,2.8,3.0,610,70.8,1.2,2.8,3.0,555,64.3,1.2,2.8,3.0
278,,,Black,13,13,(B),(B),(B),(B),10,(B),(B),(B),(B),9,(B),(B),(B),(B)
279,NEW JERSEY,NEW JERSEY,Total,"6,109","5,458",89.3,1.1,1.7,1.7,"3,859",63.2,1.1,1.7,1.7,"3,374",55.2,1.1,1.7,1.7
280,,,Male,"2,919","2,598",89.0,1.6,2.4,2.5,"1,820",62.4,1.6,2.4,2.5,"1,602",54.9,1.6,2.4,2.5
281,,,Female,"3,190","2,860",89.7,1.4,2.3,2.4,"2,039",63.9,1.4,2.3,2.4,"1,772",55.5,1.4,2.3,2.4
282,,,N-H White,"4,492","4,302",95.8,0.8,1.8,2.0,"3,151",70.1,0.8,1.8,2.0,"2,760",61.4,0.8,1.8,2.0
283,,,N-H Black,753,680,90.3,3.5,5.9,5.9,405,53.9,3.5,5.9,5.9,356,47.3,3.5,5.9,5.9
284,,,API,278,126,45.5,10.2,9.5,9.1,87,31.5,10.2,9.5,9.1,77,27.6,10.2,9.5,9.1
285,,,Hispanic,583,346,59.5,8.6,8.4,8.1,212,36.3,8.6,8.4,8.1,179,30.7,8.6,8.4,8.1
286,,,White,"5,033","4,621",91.8,1.0,1.8,1.9,"3,346",66.5,1.0,1.8,1.9,"2,926",58.1,1.0,1.8,1.9
287,,,Black,787,702,89.2,3.6,5.8,5.8,422,53.6,3.6,5.8,5.8,369,46.9,3.6,5.8,5.8
288,NEW MEXICO,NEW MEXICO,Total,"1,261","1,188",94.3,1.2,2.6,2.6,750,59.5,1.2,2.6,2.6,647,51.3,1.2,2.6,2.6
289,,,Male,591,559,94.7,1.7,3.8,3.8,332,56.1,1.7,3.8,3.8,286,48.3,1.7,3.8,3.8
290,,,Female,670,629,93.9,1.7,3.5,3.6,419,62.5,1.7,3.5,3.6,361,53.9,1.7,3.5,3.6
291,,,N-H White,592,580,97.9,1.1,3.4,3.6,435,73.4,1.1,3.4,3.6,392,66.1,1.1,3.4,3.6
292,,,N-H Black,29,29,(B),(B),(B),(B),15,(B),(B),(B),(B),9,(B),(B),(B),(B)
293,,,API,7,5,(B),(B),(B),(B),2,(B),(B),(B),(B),2,(B),(B),(B),(B)
294,,,Hispanic,484,426,88.1,4.3,6.7,6.5,239,49.4,4.3,6.7,6.5,191,39.5,4.3,6.7,6.5
295,,,White,"1,064",995,93.5,1.4,2.8,2.9,670,62.9,1.4,2.8,2.9,581,54.6,1.4,2.8,2.9
296,,,Black,36,36,(B),(B),(B),(B),18,(B),(B),(B),(B),9,(B),(B),(B),(B)
297,NEW YORK,NEW YORK,Total,"13,725","11,877",86.5,0.8,1.2,1.2,"8,047",58.6,0.8,1.2,1.2,"7,004",51.0,0.8,1.2,1.2
298,,,Male,"6,613","5,689",86.0,1.2,1.7,1.7,"3,710",56.1,1.2,1.7,1.7,"3,251",49.2,1.2,1.7,1.7
299,,,Female,"7,112","6,189",87.0,1.1,1.6,1.7,"4,337",61.0,1.1,1.6,1.7,"3,753",52.8,1.1,1.6,1.7
300,,,N-H White,"9,115","8,686",95.3,0.6,1.4,1.4,"6,155",67.5,0.6,1.4,1.4,"5,393",59.2,0.6,1.4,1.4
301,,,N-H Black,"1,989","1,683",84.6,2.8,3.8,3.8,"1,078",54.2,2.8,3.8,3.8,950,47.7,2.8,3.8,3.8
302,,,API,908,424,46.7,5.9,5.0,4.5,209,23.0,5.9,5.0,4.5,157,17.3,5.9,5.0,4.5
303,,,Hispanic,"1,706","1,077",63.1,5.2,5.1,4.9,603,35.3,5.2,5.1,4.9,502,29.4,5.2,5.1,4.9
304,,,White,"10,602","9,635",90.9,0.8,1.3,1.4,"6,696",63.2,0.8,1.3,1.4,"5,845",55.1,0.8,1.3,1.4
305,,,Black,"2,181","1,791",82.1,2.8,3.6,3.6,"1,133",51.9,2.8,3.6,3.6,996,45.7,2.8,3.6,3.6
306,NORTH CAROLINA,NORTH CAROLINA,Total,"5,629","5,335",94.8,0.9,1.8,1.9,"3,720",66.1,0.9,1.8,1.9,"2,995",53.2,0.9,1.8,1.9
307,,,Male,"2,626","2,442",93.0,1.4,2.7,2.8,"1,693",64.5,1.4,2.7,2.8,"1,361",51.8,1.4,2.7,2.8
308,,,Female,"3,003","2,893",96.3,1.0,2.5,2.6,"2,026",67.5,1.0,2.5,2.6,"1,633",54.4,1.0,2.5,2.6
309,,,N-H White,"3,895","3,831",98.4,0.6,2.1,2.3,"2,784",71.5,0.6,2.1,2.3,"2,296",58.9,0.6,2.1,2.3
310,,,N-H Black,"1,310","1,308",99.8,0.4,4.7,4.8,827,63.1,0.4,4.7,4.8,626,47.7,0.4,4.7,4.8
311,,,API,77,23,(B),(B),(B),(B),8,(B),(B),(B),(B),2,(B),(B),(B),(B)
312,,,Hispanic,255,84,32.8,13.3,9.3,7.9,31,12.1,13.3,9.3,7.9,22,8.4,13.3,9.3,7.9
313,,,White,"4,143","3,910",94.4,1.0,2.1,2.2,"2,812",67.9,1.0,2.1,2.2,"2,317",55.9,1.0,2.1,2.2
314,,,Black,"1,315","1,310",99.6,0.6,4.7,4.8,827,62.9,0.6,4.7,4.8,626,47.6,0.6,4.7,4.8
315,NORTH DAKOTA,NORTH DAKOTA,Total,449,445,99.0,0.6,1.6,2.6,409,91.1,0.6,1.6,2.6,313,69.8,0.6,1.6,2.6
316,,,Male,222,219,98.9,0.8,2.3,3.7,202,91.0,0.8,2.3,3.7,155,69.7,0.8,2.3,3.7
317,,,Female,228,226,99.2,0.7,2.3,3.7,208,91.2,0.7,2.3,3.7,159,69.8,0.7,2.3,3.7
318,,,N-H White,422,419,99.2,0.5,1.6,2.6,388,91.9,0.5,1.6,2.6,302,71.5,0.5,1.6,2.6
319,,,N-H Black,2,2,(B),(B),(B),(B),2,(B),(B),(B),(B),1,(B),(B),(B),(B)
320,,,API,2,2,(B),(B),(B),(B),1,(B),(B),(B),(B),-,(B),(B),(B),(B)
321,,,Hispanic,3,3,(B),(B),(B),(B),2,(B),(B),(B),(B),-,(B),(B),(B),(B)
322,,,White,425,422,99.1,0.6,1.6,2.6,389,91.5,0.6,1.6,2.6,303,71.1,0.6,1.6,2.6
323,,,Black,2,2,(B),(B),(B),(B),2,(B),(B),(B),(B),1,(B),(B),(B),(B)
324,OHIO,OHIO,Total,"8,301","8,143",98.1,0.5,1.6,1.6,"5,561",67.0,0.5,1.6,1.6,"4,823",58.1,0.5,1.6,1.6
325,,,Male,"3,916","3,836",98.0,0.7,2.3,2.4,"2,559",65.4,0.7,2.3,2.4,"2,201",56.2,0.7,2.3,2.4
326,,,Female,"4,385","4,307",98.2,0.6,2.1,2.2,"3,002",68.5,0.6,2.1,2.2,"2,622",59.8,0.6,2.1,2.2
327,,,N-H White,"7,147","7,077",99.0,0.4,1.7,1.8,"4,869",68.1,0.4,1.7,1.8,"4,239",59.3,0.4,1.7,1.8
328,,,N-H Black,931,904,97.1,2.0,5.7,6.0,598,64.2,2.0,5.7,6.0,500,53.7,2.0,5.7,6.0
329,,,API,96,53,(B),(B),(B),(B),32,(B),(B),(B),(B),27,(B),(B),(B),(B)
330,,,Hispanic,106,87,82.7,17.4,22.9,22.6,47,44.7,17.4,22.9,22.6,43,41.0,17.4,22.9,22.6
331,,,White,"7,250","7,161",98.8,0.4,1.7,1.7,"4,913",67.8,0.4,1.7,1.7,"4,280",59.0,0.4,1.7,1.7
332,,,Black,934,907,97.1,2.0,5.7,6.0,601,64.3,2.0,5.7,6.0,502,53.8,2.0,5.7,6.0
333,OKLAHOMA,OKLAHOMA,Total,"2,457","2,400",97.7,0.8,2.4,2.5,"1,679",68.3,0.8,2.4,2.5,"1,431",58.3,0.8,2.4,2.5
334,,,Male,"1,155","1,124",97.3,1.2,3.5,3.7,761,65.9,1.2,3.5,3.7,653,56.5,1.2,3.5,3.7
335,,,Female,"1,302","1,276",98.0,1.0,3.2,3.4,918,70.5,1.0,3.2,3.4,778,59.8,1.0,3.2,3.4
336,,,N-H White,"2,102","2,084",99.2,0.5,2.5,2.7,"1,483",70.6,0.5,2.5,2.7,"1,269",60.4,0.5,2.5,2.7
337,,,N-H Black,115,115,100.0,0.0,14.1,14.2,66,57.4,0.0,14.1,14.2,51,44.5,0.0,14.1,14.2
338,,,API,38,22,(B),(B),(B),(B),16,(B),(B),(B),(B),14,(B),(B),(B),(B)
339,,,Hispanic,76,47,(B),(B),(B),(B),26,(B),(B),(B),(B),21,(B),(B),(B),(B)
340,,,White,"2,169","2,129",98.1,0.7,2.5,2.7,"1,507",69.5,0.7,2.5,2.7,"1,287",59.3,0.7,2.5,2.7
341,,,Black,115,115,100.0,0.0,14.1,14.2,66,57.4,0.0,14.1,14.2,51,44.5,0.0,14.1,14.2
342,OREGON,OREGON,Total,"2,515","2,295",91.3,1.6,2.6,2.7,"1,714",68.2,1.6,2.6,2.7,"1,529",60.8,1.6,2.6,2.7
343,,,Male,"1,219","1,106",90.7,2.3,3.7,3.9,806,66.1,2.3,3.7,3.9,712,58.4,2.3,3.7,3.9
344,,,Female,"1,296","1,189",91.7,2.1,3.5,3.7,908,70.1,2.1,3.5,3.7,817,63.0,2.1,3.5,3.7
345,,,N-H White,"2,181","2,129",97.6,0.9,2.6,2.8,"1,605",73.6,0.9,2.6,2.8,"1,444",66.2,0.9,2.6,2.8
346,,,N-H Black,34,34,(B),(B),(B),(B),20,(B),(B),(B),(B),17,(B),(B),(B),(B)
347,,,API,85,39,(B),(B),(B),(B),25,(B),(B),(B),(B),21,(B),(B),(B),(B)
348,,,Hispanic,193,70,36.4,15.0,13.5,11.7,48,25.0,15.0,13.5,11.7,33,17.1,15.0,13.5,11.7
349,,,White,"2,372","2,198",92.7,1.5,2.6,2.7,"1,652",69.6,1.5,2.6,2.7,"1,477",62.3,1.5,2.6,2.7
350,,,Black,34,34,(B),(B),(B),(B),20,(B),(B),(B),(B),17,(B),(B),(B),(B)
351,PENNSYLVANIA,PENNSYLVANIA,Total,"8,950","8,687",97.1,0.5,1.5,1.5,"5,847",65.3,0.5,1.5,1.5,"4,988",55.7,0.5,1.5,1.5
352,,,Male,"4,287","4,154",96.9,0.8,2.1,2.2,"2,836",66.1,0.8,2.1,2.2,"2,373",55.4,0.8,2.1,2.2
353,,,Female,"4,663","4,533",97.2,0.7,2.0,2.1,"3,011",64.6,0.7,2.0,2.1,"2,615",56.1,0.7,2.0,2.1
354,,,N-H White,"7,805","7,703",98.7,0.4,1.6,1.6,"5,170",66.2,0.4,1.6,1.6,"4,414",56.6,0.4,1.6,1.6
355,,,N-H Black,746,723,96.9,2.2,5.9,6.3,524,70.2,2.2,5.9,6.3,457,61.3,2.2,5.9,6.3
356,,,API,137,65,47.5,15.7,14.5,14.0,42,30.7,15.7,14.5,14.0,37,27.1,15.7,14.5,14.0
357,,,Hispanic,248,182,73.5,12.8,14.2,12.9,99,39.8,12.8,14.2,12.9,68,27.3,12.8,14.2,12.9
358,,,White,"8,015","7,868",98.2,0.4,1.5,1.6,"5,269",65.7,0.4,1.5,1.6,"4,482",55.9,0.4,1.5,1.6
359,,,Black,764,734,96.0,2.5,5.9,6.3,524,68.6,2.5,5.9,6.3,457,59.9,2.5,5.9,6.3
360,RHODE ISLAND,RHODE ISLAND,Total,729,690,94.6,1.4,2.8,3.0,508,69.7,1.4,2.8,3.0,438,60.1,1.4,2.8,3.0
361,,,Male,339,322,95.0,1.9,4.1,4.4,230,67.7,1.9,4.1,4.4,193,56.8,1.9,4.1,4.4
362,,,Female,390,368,94.4,1.9,3.7,4.0,279,71.5,1.9,3.7,4.0,245,62.9,1.9,3.7,4.0
363,,,N-H White,649,633,97.6,1.0,2.8,3.1,483,74.5,1.0,2.8,3.1,415,64.0,1.0,2.8,3.1
364,,,N-H Black,38,30,(B),(B),(B),(B),14,(B),(B),(B),(B),13,(B),(B),(B),(B)
365,,,API,9,6,(B),(B),(B),(B),4,(B),(B),(B),(B),3,(B),(B),(B),(B)
366,,,Hispanic,30,17,(B),(B),(B),(B),4,(B),(B),(B),(B),4,(B),(B),(B),(B)
367,,,White,670,645,96.3,1.2,2.8,3.0,488,72.7,1.2,2.8,3.0,419,62.5,1.2,2.8,3.0
368,,,Black,38,30,(B),(B),(B),(B),14,(B),(B),(B),(B),13,(B),(B),(B),(B)
369,SOUTH CAROLINA,SOUTH CAROLINA,Total,"2,929","2,897",98.9,0.6,2.6,2.7,"1,993",68.0,0.6,2.6,2.7,"1,725",58.9,0.6,2.6,2.7
370,,,Male,"1,355","1,336",98.7,0.9,3.9,4.0,869,64.2,0.9,3.9,4.0,752,55.5,0.9,3.9,4.0
371,,,Female,"1,575","1,561",99.1,0.7,3.4,3.7,"1,124",71.4,0.7,3.4,3.7,973,61.8,0.7,3.4,3.7
372,,,N-H White,"2,171","2,160",99.5,0.5,2.9,3.1,"1,516",69.8,0.5,2.9,3.1,"1,303",60.0,0.5,2.9,3.1
373,,,N-H Black,662,657,99.3,1.2,6.5,6.9,454,68.6,1.2,6.5,6.9,402,60.7,1.2,6.5,6.9
374,,,API,23,23,(B),(B),(B),(B),10,(B),(B),(B),(B),10,(B),(B),(B),(B)
375,,,Hispanic,62,46,(B),(B),(B),(B),7,(B),(B),(B),(B),7,(B),(B),(B),(B)
376,,,White,"2,233","2,206",98.8,0.7,2.9,3.1,"1,524",68.2,0.7,2.9,3.1,"1,310",58.7,0.7,2.9,3.1
377,,,Black,662,657,99.3,1.2,6.5,6.9,454,68.6,1.2,6.5,6.9,402,60.7,1.2,6.5,6.9
378,SOUTH DAKOTA,SOUTH DAKOTA,Total,530,525,99.1,0.5,2.4,2.6,376,70.9,0.5,2.4,2.6,311,58.7,0.5,2.4,2.6
379,,,Male,263,260,98.8,0.8,3.5,3.8,184,69.8,0.8,3.5,3.8,149,56.6,0.8,3.5,3.8
380,,,Female,266,264,99.3,0.6,3.4,3.7,192,72.1,0.6,3.4,3.7,162,60.7,0.6,3.4,3.7
381,,,N-H White,495,494,99.9,0.1,2.5,2.7,355,71.9,0.1,2.5,2.7,297,60.0,0.1,2.5,2.7
382,,,N-H Black,5,3,(B),(B),(B),(B),2,(B),(B),(B),(B),1,(B),(B),(B),(B)
383,,,API,2,1,(B),(B),(B),(B),-,(B),(B),(B),(B),-,(B),(B),(B),(B)
384,,,Hispanic,4,3,(B),(B),(B),(B),2,(B),(B),(B),(B),1,(B),(B),(B),(B)
385,,,White,498,497,99.8,0.2,2.5,2.7,357,71.7,0.2,2.5,2.7,298,59.8,0.2,2.5,2.7
386,,,Black,5,3,(B),(B),(B),(B),2,(B),(B),(B),(B),1,(B),(B),(B),(B)
387,TENNESSEE,TENNESSEE,Total,"4,173","4,067",97.4,0.8,2.6,2.7,"2,590",62.1,0.8,2.6,2.7,"2,183",52.3,0.8,2.6,2.7
388,,,Male,"2,036","1,960",96.3,1.4,3.7,3.8,"1,239",60.8,1.4,3.7,3.8,"1,042",51.2,1.4,3.7,3.8
389,,,Female,"2,137","2,107",98.6,0.9,3.6,3.7,"1,351",63.2,0.9,3.6,3.7,"1,142",53.4,0.9,3.6,3.7
390,,,N-H White,"3,422","3,379",98.7,0.7,2.8,2.9,"2,149",62.8,0.7,2.8,2.9,"1,825",53.3,0.7,2.8,2.9
391,,,N-H Black,658,654,99.4,1.3,7.8,8.1,427,64.9,1.3,7.8,8.1,344,52.3,1.3,7.8,8.1
392,,,API,23,6,(B),(B),(B),(B),3,(B),(B),(B),(B),3,(B),(B),(B),(B)
393,,,Hispanic,67,26,(B),(B),(B),(B),11,(B),(B),(B),(B),11,(B),(B),(B),(B)
394,,,White,"3,489","3,404",97.6,0.9,2.8,2.9,"2,160",61.9,0.9,2.8,2.9,"1,836",52.6,0.9,2.8,2.9
395,,,Black,658,654,99.4,1.3,7.8,8.1,427,64.9,1.3,7.8,8.1,344,52.3,1.3,7.8,8.1
396,TEXAS,TEXAS,Total,"14,533","12,937",89.0,0.9,1.3,1.4,"8,929",61.4,0.9,1.3,1.4,"7,005",48.2,0.9,1.3,1.4
397,,,Male,"7,079","6,222",87.9,1.3,1.9,1.9,"4,189",59.2,1.3,1.9,1.9,"3,305",46.7,1.3,1.9,1.9
398,,,Female,"7,454","6,715",90.1,1.1,1.8,1.9,"4,740",63.6,1.1,1.8,1.9,"3,700",49.6,1.1,1.8,1.9
399,,,N-H White,"8,223","8,101",98.5,0.4,1.6,1.8,"5,901",71.8,0.4,1.6,1.8,"4,761",57.9,0.4,1.6,1.8
400,,,N-H Black,"1,380","1,361",98.7,1.2,4.9,5.3,958,69.4,1.2,4.9,5.3,798,57.8,1.2,4.9,5.3
401,,,API,451,235,52.0,9.8,8.9,8.6,135,30.0,9.8,8.9,8.6,120,26.5,9.8,8.9,8.6
402,,,Hispanic,"4,414","3,173",71.9,3.5,3.8,3.5,"1,905",43.2,3.5,3.8,3.5,"1,300",29.5,3.5,3.8,3.5
403,,,White,"12,572","11,224",89.3,0.9,1.4,1.5,"7,771",61.8,0.9,1.4,1.5,"6,042",48.1,0.9,1.4,1.5
404,,,Black,"1,397","1,378",98.7,1.2,4.9,5.3,971,69.5,1.2,4.9,5.3,803,57.5,1.2,4.9,5.3
405,UTAH,UTAH,Total,"1,472","1,378",93.6,1.2,2.4,2.5,953,64.7,1.2,2.4,2.5,829,56.3,1.2,2.4,2.5
406,,,Male,724,677,93.5,1.8,3.5,3.6,453,62.5,1.8,3.5,3.6,386,53.3,1.8,3.5,3.6
407,,,Female,748,701,93.7,1.7,3.4,3.5,500,66.9,1.7,3.4,3.5,443,59.3,1.7,3.4,3.5
408,,,N-H White,"1,313","1,292",98.4,0.7,2.5,2.6,913,69.5,0.7,2.5,2.6,798,60.8,0.7,2.5,2.6
409,,,N-H Black,4,4,(B),(B),(B),(B),4,(B),(B),(B),(B),4,(B),(B),(B),(B)
410,,,API,46,34,(B),(B),(B),(B),9,(B),(B),(B),(B),7,(B),(B),(B),(B)
411,,,Hispanic,104,43,41.2,14.9,12.8,12.0,24,23.3,14.9,12.8,12.0,20,19.5,14.9,12.8,12.0
412,,,White,"1,414","1,332",94.2,1.2,2.5,2.6,934,66.1,1.2,2.5,2.6,815,57.7,1.2,2.5,2.6
413,,,Black,4,4,(B),(B),(B),(B),4,(B),(B),(B),(B),4,(B),(B),(B),(B)
414,VERMONT,VERMONT,Total,458,451,98.5,0.7,2.7,2.8,330,72.0,0.7,2.7,2.8,290,63.3,0.7,2.7,2.8
415,,,Male,221,216,98.1,1.2,3.9,4.2,152,68.8,1.2,3.9,4.2,131,59.1,1.2,3.9,4.2
416,,,Female,238,235,98.8,0.9,3.6,3.9,178,74.9,0.9,3.6,3.9,159,67.1,0.9,3.6,3.9
