220,220,MAINE-Total,MAINE-Total,"1,034","1,023",811,78.5,1.7,79.3,1.6,595,57.5,2.0,58.1,2.0
221,221,.Male,.Male,498,496,393,78.9,2.4,79.3,2.3,286,57.4,2.9,57.7,2.9
222,222,.Female,.Female,535,527,418,78.1,2.3,79.3,2.3,309,57.7,2.8,58.5,2.8
223,223,.White alone,.White alone,"1,010","1,002",794,78.7,1.7,79.3,1.6,585,57.9,2.0,58.4,2.0
224,224,..White non-Hispanic alone,..White non-Hispanic alone,"1,007","1,000",794,78.8,1.7,79.3,1.6,584,58.0,2.0,58.4,2.0
225,225,.Black alone,.Black alone,5,3,2,(B),(B),(B),(B),2,(B),(B),(B),(B)
226,226,.Asian alone,.Asian alone,-,-,-,(B),(B),(B),(B),-,(B),(B),(B),(B)
227,227,.Hispanic (of any race),.Hispanic (of any race),3,2,1,(B),(B),(B),(B),-,(B),(B),(B),(B)
228,228,.White alone or in combination,.White alone or in combination,"1,026","1,018",807,78.7,1.7,79.3,1.6,592,57.7,2.0,58.2,2.0
229,229,.Black alone or in combination ,.Black alone or in combination ,7,6,4,(B),(B),(B),(B),3,(B),(B),(B),(B)
230,230,.Asian alone or in combination,.Asian alone or in combination,2,1,1,(B),(B),(B),(B),1,(B),(B),(B),(B)
231,231,MARYLAND-Total,MARYLAND-Total,"4,175","3,806","2,720",65.1,2.0,71.5,1.9,"2,145",51.4,2.1,56.4,2.1
232,232,.Male,.Male,"1,965","1,775","1,232",62.7,3.0,69.4,2.8,982,50.0,3.1,55.3,3.1
233,233,.Female,.Female,"2,210","2,031","1,488",67.3,2.7,73.3,2.6,"1,163",52.6,2.9,57.3,2.9
234,234,.White alone,.White alone,"2,795","2,572","1,905",68.1,2.4,74.0,2.3,"1,513",54.1,2.6,58.8,2.5
235,235,..White non-Hispanic alone,..White non-Hispanic alone,"2,514","2,453","1,837",73.1,2.4,74.9,2.4,"1,457",58.0,2.7,59.4,2.7
236,236,.Black alone,.Black alone,"1,162","1,106",748,64.4,4.6,67.6,4.5,584,50.3,4.8,52.8,4.8
237,237,.Asian alone,.Asian alone,175,84,37,20.9,10.6,43.7,12.9,25,14.4,9.1,29.9,11.9
238,238,.Hispanic (of any race),.Hispanic (of any race),317,145,83,26.3,10.6,57.2,11.9,71,22.5,10.0,49.1,12.0
239,239,.White alone or in combination,.White alone or in combination,"2,823","2,600","1,924",68.2,2.4,74.0,2.2,"1,528",54.1,2.6,58.8,2.5
240,240,.Black alone or in combination ,.Black alone or in combination ,"1,183","1,127",766,64.8,4.6,68.0,4.5,598,50.6,4.8,53.1,4.8
241,241,.Asian alone or in combination,.Asian alone or in combination,180,89,40,22.5,10.7,45.4,12.8,27,15.2,9.2,30.8,11.8
242,242,MASSACHUSETTS-Total,MASSACHUSETTS-Total,"4,864","4,395","3,180",65.4,1.9,72.4,1.7,"2,434",50.0,2.0,55.4,1.9
243,243,.Male,.Male,"2,313","2,080","1,471",63.6,2.7,70.7,2.6,"1,111",48.0,2.8,53.4,2.8
244,244,.Female,.Female,"2,551","2,315","1,710",67.0,2.5,73.9,2.4,"1,324",51.9,2.7,57.2,2.7
245,245,.White alone,.White alone,"4,274","4,007","2,945",68.9,1.9,73.5,1.8,"2,274",53.2,2.1,56.8,2.1
246,246,..White non-Hispanic alone,..White non-Hispanic alone,"4,046","3,860","2,878",71.1,1.9,74.6,1.9,"2,226",55.0,2.1,57.7,2.1
247,247,.Black alone,.Black alone,292,216,122,41.7,9.5,56.5,9.6,97,33.2,9.1,45.0,9.6
248,248,.Asian alone,.Asian alone,264,138,84,31.9,9.9,60.9,10.3,43,16.2,7.8,30.9,9.8
249,249,.Hispanic (of any race),.Hispanic (of any race),265,179,84,31.9,12.3,47.1,13.1,61,23.2,11.1,34.2,12.5
250,250,.White alone or in combination,.White alone or in combination,"4,290","4,023","2,959",69.0,1.9,73.5,1.8,"2,282",53.2,2.1,56.7,2.1
251,251,.Black alone or in combination ,.Black alone or in combination ,302,225,132,43.6,9.4,58.4,9.4,107,35.3,9.1,47.3,9.5
252,252,.Asian alone or in combination,.Asian alone or in combination,270,144,90,33.5,9.9,62.6,10.1,49,18.2,8.1,33.9,9.9
253,253,MICHIGAN-Total,MICHIGAN-Total,"7,458","7,163","5,256",70.5,1.5,73.4,1.5,"4,088",54.8,1.7,57.1,1.7
254,254,.Male,.Male,"3,580","3,431","2,483",69.4,2.2,72.4,2.2,"1,946",54.3,2.4,56.7,2.4
255,255,.Female,.Female,"3,878","3,732","2,773",71.5,2.1,74.3,2.0,"2,142",55.2,2.3,57.4,2.3
256,256,.White alone,.White alone,"6,129","5,940","4,404",71.9,1.7,74.1,1.6,"3,412",55.7,1.8,57.5,1.8
257,257,..White non-Hispanic alone,..White non-Hispanic alone,"5,891","5,762","4,278",72.6,1.7,74.2,1.6,"3,321",56.4,1.9,57.6,1.9
258,258,.Black alone,.Black alone,970,950,674,69.4,5.2,70.9,5.1,546,56.3,5.6,57.4,5.6
259,259,.Asian alone,.Asian alone,202,137,77,38.3,12.5,56.6,12.7,54,26.5,11.4,39.2,12.6
260,260,.Hispanic (of any race),.Hispanic (of any race),287,208,137,47.8,13.4,65.8,12.7,99,34.5,12.8,47.4,13.4
261,261,.White alone or in combination,.White alone or in combination,"6,227","6,027","4,468",71.8,1.7,74.1,1.6,"3,454",55.5,1.8,57.3,1.8
262,262,.Black alone or in combination ,.Black alone or in combination ,998,975,692,69.3,5.1,71.0,5.0,558,55.9,5.5,57.2,5.5
263,263,.Asian alone or in combination,.Asian alone or in combination,215,149,88,41.1,12.3,59.1,12.3,64,30.0,11.4,43.1,12.4
264,264,MINNESOTA-Total,MINNESOTA-Total,"3,855","3,632","2,862",74.2,1.8,78.8,1.7,"2,375",61.6,2.0,65.4,1.9
265,265,.Male,.Male,"1,908","1,767","1,385",72.6,2.6,78.4,2.4,"1,173",61.5,2.8,66.4,2.7
266,266,.Female,.Female,"1,947","1,865","1,477",75.9,2.5,79.2,2.3,"1,201",61.7,2.8,64.4,2.8
267,267,.White alone,.White alone,"3,526","3,411","2,731",77.4,1.8,80.1,1.7,"2,288",64.9,2.0,67.1,2.0
268,268,..White non-Hispanic alone,..White non-Hispanic alone,"3,377","3,365","2,711",80.3,1.7,80.6,1.7,"2,268",67.2,2.1,67.4,2.0
269,269,.Black alone,.Black alone,135,104,72,53.1,13.2,69.4,12.2,53,39.4,12.9,51.4,13.2
270,270,.Asian alone,.Asian alone,147,72,33,22.5,11.1,(B),(B),16,11.0,8.3,(B),(B)
271,271,.Hispanic (of any race),.Hispanic (of any race),153,48,22,14.1,11.2,(B),(B),20,13.1,10.9,(B),(B)
272,272,.White alone or in combination,.White alone or in combination,"3,559","3,444","2,751",77.3,1.8,79.9,1.7,"2,302",64.7,2.0,66.8,2.0
273,273,.Black alone or in combination ,.Black alone or in combination ,147,116,78,52.6,12.6,67.0,11.9,56,38.0,12.3,48.4,12.7
274,274,.Asian alone or in combination,.Asian alone or in combination,152,76,38,24.8,11.3,49.2,13.0,21,13.6,8.9,27.0,11.6
275,275,MISSISSIPPI-Total,MISSISSIPPI-Total,"2,083","2,054","1,437",69.0,2.4,70.0,2.4,879,42.2,2.6,42.8,2.6
276,276,.Male,.Male,971,953,620,63.8,3.7,65.0,3.7,379,39.0,3.8,39.8,3.8
277,277,.Female,.Female,"1,112","1,101",817,73.5,3.2,74.2,3.2,500,44.9,3.6,45.4,3.6
278,278,.White alone,.White alone,"1,314","1,295",909,69.2,3.1,70.2,3.0,510,38.8,3.2,39.4,3.3
279,279,..White non-Hispanic alone,..White non-Hispanic alone,"1,285","1,280",909,70.7,3.1,71.0,3.1,510,39.7,3.3,39.9,3.3
280,280,.Black alone,.Black alone,718,718,518,72.2,4.9,72.2,4.9,362,50.5,5.4,50.5,5.4
281,281,.Asian alone,.Asian alone,9,9,-,(B),(B),(B),(B),-,(B),(B),(B),(B)
282,282,.Hispanic (of any race),.Hispanic (of any race),39,15,-,(B),(B),(B),(B),-,(B),(B),(B),(B)
283,283,.White alone or in combination,.White alone or in combination,"1,318","1,299",910,69.1,3.1,70.1,3.0,510,38.7,3.2,39.3,3.2
284,284,.Black alone or in combination ,.Black alone or in combination ,718,718,518,72.2,4.9,72.2,4.9,362,50.5,5.4,50.5,5.4
285,285,.Asian alone or in combination,.Asian alone or in combination,11,11,-,(B),(B),(B),(B),-,(B),(B),(B),(B)
286,286,MISSOURI-Total,MISSOURI-Total,"4,388","4,276","3,170",72.2,1.9,74.1,1.9,"2,310",52.6,2.1,54.0,2.1
287,287,.Male,.Male,"2,127","2,060","1,471",69.2,2.8,71.4,2.8,"1,095",51.5,3.1,53.1,3.1
288,288,.Female,.Female,"2,262","2,216","1,699",75.1,2.6,76.6,2.5,"1,216",53.7,3.0,54.8,3.0
289,289,.White alone,.White alone,"3,765","3,690","2,772",73.6,2.0,75.1,2.0,"2,053",54.5,2.3,55.6,2.3
290,290,..White non-Hispanic alone,..White non-Hispanic alone,"3,638","3,608","2,720",74.8,2.0,75.4,2.0,"2,013",55.3,2.3,55.8,2.3
291,291,.Black alone,.Black alone,454,454,315,69.4,7.4,69.4,7.4,209,45.9,8.0,45.9,8.0
292,292,.Asian alone,.Asian alone,73,41,11,(B),(B),(B),(B),8,(B),(B),(B),(B)
293,293,.Hispanic (of any race),.Hispanic (of any race),135,90,58,42.9,18.9,64.6,18.3,46,33.8,18.1,50.9,19.1
294,294,.White alone or in combination,.White alone or in combination,"3,845","3,765","2,833",73.7,2.0,75.3,2.0,"2,085",54.2,2.3,55.4,2.3
295,295,.Black alone or in combination ,.Black alone or in combination ,461,461,321,69.5,7.3,69.5,7.3,214,46.4,7.9,46.4,7.9
296,296,.Asian alone or in combination,.Asian alone or in combination,73,41,11,(B),(B),(B),(B),8,(B),(B),(B),(B)
297,297,MONTANA-Total,MONTANA-Total,735,729,512,69.7,2.3,70.2,2.3,435,59.2,2.5,59.6,2.5
298,298,.Male,.Male,365,361,254,69.6,3.3,70.3,3.2,221,60.5,3.5,61.1,3.5
299,299,.Female,.Female,370,368,258,69.8,3.2,70.1,3.2,214,57.9,3.5,58.2,3.5
300,300,.White alone,.White alone,684,680,482,70.4,2.4,70.9,2.4,413,60.4,2.5,60.8,2.5
301,301,..White non-Hispanic alone,..White non-Hispanic alone,673,670,479,71.2,2.4,71.6,2.4,411,61.1,2.5,61.5,2.5
302,302,.Black alone,.Black alone,-,-,-,(B),(B),(B),(B),-,(B),(B),(B),(B)
303,303,.Asian alone,.Asian alone,5,4,2,(B),(B),(B),(B),2,(B),(B),(B),(B)
304,304,.Hispanic (of any race),.Hispanic (of any race),12,11,3,(B),(B),(B),(B),2,(B),(B),(B),(B)
305,305,.White alone or in combination,.White alone or in combination,701,697,493,70.3,2.3,70.7,2.3,421,60.1,2.5,60.4,2.5
306,306,.Black alone or in combination ,.Black alone or in combination ,2,2,-,(B),(B),(B),(B),-,(B),(B),(B),(B)
307,307,.Asian alone or in combination,.Asian alone or in combination,6,5,2,(B),(B),(B),(B),2,(B),(B),(B),(B)
308,308,NEBRASKA-Total,NEBRASKA-Total,"1,298","1,239",852,65.7,2.2,68.8,2.1,634,48.9,2.3,51.2,2.3
309,309,.Male,.Male,638,604,398,62.4,3.2,65.9,3.1,295,46.3,3.3,48.8,3.3
310,310,.Female,.Female,660,635,454,68.8,3.0,71.6,2.9,339,51.4,3.2,53.4,3.2
311,311,.White alone,.White alone,"1,183","1,148",817,69.1,2.2,71.2,2.2,614,51.9,2.4,53.5,2.4
312,312,..White non-Hispanic alone,..White non-Hispanic alone,"1,113","1,106",798,71.7,2.2,72.1,2.2,601,54.0,2.5,54.3,2.5
313,313,.Black alone,.Black alone,57,53,21,(B),(B),(B),(B),12,(B),(B),(B),(B)
314,314,.Asian alone,.Asian alone,29,18,2,(B),(B),(B),(B),-,(B),(B),(B),(B)
315,315,.Hispanic (of any race),.Hispanic (of any race),76,42,19,25.3,12.9,(B),(B),13,17.0,11.2,(B),(B)
316,316,.White alone or in combination,.White alone or in combination,"1,196","1,161",824,68.9,2.2,71.0,2.2,619,51.8,2.4,53.4,2.4
317,317,.Black alone or in combination ,.Black alone or in combination ,60,56,21,(B),(B),(B),(B),12,(B),(B),(B),(B)
318,318,.Asian alone or in combination,.Asian alone or in combination,32,21,3,(B),(B),(B),(B),1,(B),(B),(B),(B)
319,319,NEVADA-Total,NEVADA-Total,"1,839","1,610",905,49.2,1.9,56.2,1.9,686,37.3,1.9,42.6,1.9
320,320,.Male,.Male,926,799,434,46.9,2.7,54.4,2.7,332,35.8,2.6,41.5,2.7
321,321,.Female,.Female,913,812,471,51.5,2.8,58.0,2.7,355,38.8,2.7,43.7,2.7
322,322,.White alone,.White alone,"1,490","1,315",762,51.1,2.2,58.0,2.1,595,39.9,2.1,45.3,2.2
323,323,..White non-Hispanic alone,..White non-Hispanic alone,"1,160","1,139",681,58.7,2.4,59.8,2.4,550,47.5,2.4,48.3,2.5
324,324,.Black alone,.Black alone,137,135,63,46.0,8.6,46.8,8.6,41,30.0,7.9,30.5,8.0
325,325,.Asian alone,.Asian alone,124,93,51,40.9,9.3,54.6,9.5,37,30.1,8.7,40.2,9.3
326,326,.Hispanic (of any race),.Hispanic (of any race),375,199,92,24.6,5.8,46.2,6.8,50,13.4,4.6,25.2,5.9
327,327,.White alone or in combination,.White alone or in combination,"1,527","1,351",778,50.9,2.1,57.6,2.1,601,39.4,2.1,44.5,2.1
328,328,.Black alone or in combination ,.Black alone or in combination ,145,143,68,47.0,8.4,47.8,8.4,44,30.3,7.7,30.8,7.7
329,329,.Asian alone or in combination,.Asian alone or in combination,133,102,56,42.5,9.1,55.4,9.1,38,28.9,8.3,37.7,8.9
330,330,NEW_HAMPSHIRE-Total,NEW_HAMPSHIRE-Total,"1,015",985,687,67.7,1.9,69.7,1.9,477,47.0,2.1,48.4,2.1
331,331,.Male,.Male,492,477,326,66.3,2.8,68.4,2.8,229,46.6,3.0,48.1,3.0
332,332,.Female,.Female,523,508,361,69.0,2.7,71.0,2.6,248,47.4,2.9,48.8,2.9
333,333,.White alone,.White alone,964,950,667,69.2,2.0,70.2,2.0,463,48.0,2.1,48.7,2.1
334,334,..White non-Hispanic alone,..White non-Hispanic alone,952,941,661,69.5,2.0,70.3,2.0,462,48.5,2.1,49.1,2.1
335,335,.Black alone,.Black alone,10,8,4,(B),(B),(B),(B),3,(B),(B),(B),(B)
336,336,.Asian alone,.Asian alone,27,13,7,(B),(B),(B),(B),6,(B),(B),(B),(B)
337,337,.Hispanic (of any race),.Hispanic (of any race),15,13,6,(B),(B),(B),(B),2,(B),(B),(B),(B)
338,338,.White alone or in combination,.White alone or in combination,977,962,675,69.1,2.0,70.2,1.9,468,48.0,2.1,48.7,2.1
339,339,.Black alone or in combination ,.Black alone or in combination ,13,11,6,(B),(B),(B),(B),4,(B),(B),(B),(B)
340,340,.Asian alone or in combination,.Asian alone or in combination,29,15,9,(B),(B),(B),(B),7,(B),(B),(B),(B)
341,341,NEW_JERSEY-Total,NEW_JERSEY-Total,"6,488","5,563","3,487",53.7,1.7,62.7,1.6,"2,406",37.1,1.6,43.3,1.7
342,342,.Male,.Male,"3,114","2,652","1,600",51.4,2.4,60.3,2.4,"1,121",36.0,2.3,42.3,2.4
343,343,.Female,.Female,"3,374","2,910","1,887",55.9,2.3,64.8,2.2,"1,285",38.1,2.3,44.1,2.3
344,344,.White alone,.White alone,"5,025","4,432","2,927",58.2,1.9,66.0,1.8,"2,037",40.5,1.9,46.0,1.9
345,345,..White non-Hispanic alone,..White non-Hispanic alone,"4,107","3,948","2,676",65.2,2.0,67.8,2.0,"1,875",45.7,2.1,47.5,2.1
346,346,.Black alone,.Black alone,855,735,359,42.0,5.5,48.9,5.6,267,31.2,5.2,36.3,5.4
347,347,.Asian alone,.Asian alone,543,356,181,33.3,6.9,50.8,7.3,96,17.7,5.6,27.0,6.5
348,348,.Hispanic (of any race),.Hispanic (of any race),960,507,258,26.9,6.1,51.0,6.9,165,17.2,5.2,32.6,6.4
349,349,.White alone or in combination,.White alone or in combination,"5,048","4,456","2,938",58.2,1.9,65.9,1.8,"2,041",40.4,1.9,45.8,1.9
350,350,.Black alone or in combination ,.Black alone or in combination ,866,746,370,42.7,5.5,49.6,5.6,267,30.8,5.1,35.7,5.3
351,351,.Asian alone or in combination,.Asian alone or in combination,555,368,181,32.6,6.8,49.1,7.3,96,17.4,5.5,26.1,6.4
352,352,NEW_MEXICO-Total,NEW_MEXICO-Total,"1,436","1,346",951,66.2,2.4,70.6,2.3,731,50.9,2.5,54.3,2.5
353,353,.Male,.Male,688,645,450,65.5,3.5,69.8,3.4,343,49.9,3.7,53.2,3.6
354,354,.Female,.Female,748,700,500,66.9,3.3,71.4,3.2,387,51.8,3.5,55.3,3.5
355,355,.White alone,.White alone,"1,231","1,157",827,67.2,2.6,71.5,2.5,641,52.1,2.7,55.4,2.7
356,356,..White non-Hispanic alone,..White non-Hispanic alone,728,722,550,75.5,3.1,76.1,3.0,416,57.2,3.5,57.6,3.5
357,357,.Black alone,.Black alone,36,35,18,(B),(B),(B),(B),10,(B),(B),(B),(B)
358,358,.Asian alone,.Asian alone,28,14,9,(B),(B),(B),(B),6,(B),(B),(B),(B)
359,359,.Hispanic (of any race),.Hispanic (of any race),519,450,289,55.7,6.6,64.2,6.3,233,44.9,6.6,51.7,6.6
360,360,.White alone or in combination,.White alone or in combination,"1,245","1,170",839,67.4,2.5,71.7,2.4,650,52.2,2.7,55.5,2.7
361,361,.Black alone or in combination ,.Black alone or in combination ,40,38,22,(B),(B),(B),(B),10,(B),(B),(B),(B)
362,362,.Asian alone or in combination,.Asian alone or in combination,28,14,9,(B),(B),(B),(B),6,(B),(B),(B),(B)
363,363,NEW_YORK-Total,NEW_YORK-Total,"14,376","12,701","8,143",56.6,1.2,64.1,1.1,"5,402",37.6,1.1,42.5,1.2
364,364,.Male,.Male,"6,832","5,958","3,789",55.5,1.7,63.6,1.6,"2,495",36.5,1.6,41.9,1.7
365,365,.Female,.Female,"7,544","6,743","4,354",57.7,1.6,64.6,1.6,"2,908",38.5,1.6,43.1,1.6
366,366,.White alone,.White alone,"10,793","9,855","6,602",61.2,1.3,67.0,1.3,"4,397",40.7,1.3,44.6,1.4
367,367,..White non-Hispanic alone,..White non-Hispanic alone,"9,064","8,695","6,032",66.5,1.4,69.4,1.4,"4,077",45.0,1.5,46.9,1.5
368,368,.Black alone,.Black alone,"2,292","1,952","1,083",47.2,3.6,55.5,3.5,742,32.4,3.3,38.0,3.5
369,369,.Asian alone,.Asian alone,"1,035",685,360,34.8,5.3,52.6,5.5,217,21.0,4.5,31.7,5.2
370,370,.Hispanic (of any race),.Hispanic (of any race),"2,054","1,392",682,33.2,4.6,49.0,4.9,390,19.0,3.8,28.0,4.4
371,371,.White alone or in combination,.White alone or in combination,"10,961","9,986","6,686",61.0,1.3,67.0,1.3,"4,443",40.5,1.3,44.5,1.3
372,372,.Black alone or in combination ,.Black alone or in combination ,"2,385","2,014","1,120",46.9,3.5,55.6,3.5,762,31.9,3.3,37.8,3.4
373,373,.Asian alone or in combination,.Asian alone or in combination,"1,061",705,370,34.9,5.2,52.5,5.5,220,20.7,4.4,31.2,5.1
374,374,NORTH_CAROLINA-Total,NORTH_CAROLINA-Total,"6,490","6,013","4,160",64.1,1.8,69.2,1.7,"2,422",37.3,1.8,40.3,1.8
375,375,.Male,.Male,"3,117","2,819","1,890",60.6,2.6,67.1,2.5,"1,180",37.9,2.6,41.9,2.6
376,376,.Female,.Female,"3,373","3,194","2,270",67.3,2.4,71.1,2.3,"1,242",36.8,2.4,38.9,2.5
377,377,.White alone,.White alone,"4,980","4,555","3,281",65.9,2.0,72.0,1.9,"1,994",40.0,2.0,43.8,2.1
378,378,..White non-Hispanic alone,..White non-Hispanic alone,"4,579","4,503","3,256",71.1,2.0,72.3,1.9,"1,986",43.4,2.2,44.1,2.2
379,379,.Black alone,.Black alone,"1,284","1,266",785,61.1,4.9,62.0,4.8,408,31.8,4.6,32.2,4.7
380,380,.Asian alone,.Asian alone,68,42,22,(B),(B),(B),(B),9,(B),(B),(B),(B)
381,381,.Hispanic (of any race),.Hispanic (of any race),418,67,32,7.8,6.1,(B),(B),9,2.1,3.2,(B),(B)
382,382,.White alone or in combination,.White alone or in combination,"5,049","4,619","3,312",65.6,2.0,71.7,1.9,"2,002",39.6,2.0,43.3,2.1
383,383,.Black alone or in combination ,.Black alone or in combination ,"1,304","1,286",797,61.1,4.8,62.0,4.8,408,31.3,4.6,31.7,4.6
384,384,.Asian alone or in combination,.Asian alone or in combination,81,50,27,33.5,19.6,(B),(B),14,17.7,15.8,(B),(B)
385,385,NORTH_DAKOTA-Total,NORTH_DAKOTA-Total,484,475,397,82.0,1.8,83.6,1.7,259,53.4,2.3,54.4,2.3
386,386,.Male,.Male,238,234,192,80.5,2.6,82.2,2.5,127,53.2,3.3,54.3,3.3
387,387,.Female,.Female,246,241,205,83.4,2.4,84.9,2.3,132,53.6,3.2,54.6,3.2
388,388,.White alone,.White alone,439,435,362,82.5,1.8,83.2,1.8,240,54.7,2.4,55.2,2.4
389,389,..White non-Hispanic alone,..White non-Hispanic alone,434,431,359,82.8,1.8,83.3,1.8,239,55.1,2.4,55.5,2.4
390,390,.Black alone,.Black alone,1,1,1,(B),(B),(B),(B),-,(B),(B),(B),(B)
391,391,.Asian alone,.Asian alone,7,2,1,(B),(B),(B),(B),-,(B),(B),(B),(B)
392,392,.Hispanic (of any race),.Hispanic (of any race),6,4,3,(B),(B),(B),(B),1,(B),(B),(B),(B)
393,393,.White alone or in combination,.White alone or in combination,447,442,368,82.3,1.8,83.1,1.8,242,54.2,2.4,54.7,2.4
394,394,.Black alone or in combination ,.Black alone or in combination ,2,2,2,(B),(B),(B),(B),-,(B),(B),(B),(B)
395,395,.Asian alone or in combination,.Asian alone or in combination,8,2,2,(B),(B),(B),(B),-,(B),(B),(B),(B)
396,396,OHIO-Total,OHIO-Total,"8,508","8,319","5,919",69.6,1.5,71.2,1.5,"4,408",51.8,1.6,53.0,1.6
397,397,.Male,.Male,"4,072","3,987","2,759",67.8,2.2,69.2,2.2,"2,051",50.4,2.4,51.4,2.4
398,398,.Female,.Female,"4,436","4,331","3,160",71.2,2.0,73.0,2.0,"2,357",53.1,2.2,54.4,2.2
399,399,.White alone,.White alone,"7,351","7,251","5,212",70.9,1.6,71.9,1.6,"3,936",53.5,1.7,54.3,1.7
400,400,..White non-Hispanic alone,..White non-Hispanic alone,"7,165","7,105","5,120",71.5,1.6,72.1,1.6,"3,886",54.2,1.8,54.7,1.8
401,401,.Black alone,.Black alone,926,891,593,64.1,5.7,66.6,5.6,397,42.9,5.9,44.5,5.9
402,402,.Asian alone,.Asian alone,128,73,35,27.8,15.0,(B),(B),25,19.5,13.3,(B),(B)
403,403,.Hispanic (of any race),.Hispanic (of any race),216,171,112,52.1,16.0,65.8,15.2,58,27.0,14.3,34.1,15.2
404,404,.White alone or in combination,.White alone or in combination,"7,433","7,332","5,276",71.0,1.6,72.0,1.6,"3,977",53.5,1.7,54.2,1.7
405,405,.Black alone or in combination ,.Black alone or in combination ,972,937,631,64.9,5.6,67.3,5.5,421,43.4,5.8,45.0,5.8
406,406,.Asian alone or in combination,.Asian alone or in combination,130,76,38,29.2,15.1,50.3,16.6,27,21.1,13.6,36.3,16.0
407,407,OKLAHOMA-Total,OKLAHOMA-Total,"2,616","2,539","1,776",67.9,2.2,70.0,2.1,"1,174",44.9,2.3,46.2,2.3
408,408,.Male,.Male,"1,253","1,217",833,66.5,3.2,68.4,3.1,561,44.7,3.4,46.1,3.4
409,409,.Female,.Female,"1,363","1,321",943,69.2,3.0,71.4,2.9,613,45.0,3.2,46.4,3.2
410,410,.White alone,.White alone,"2,064","2,005","1,494",72.4,2.4,74.5,2.3,995,48.2,2.6,49.6,2.6
411,411,..White non-Hispanic alone,..White non-Hispanic alone,"1,959","1,944","1,460",74.5,2.4,75.1,2.3,978,49.9,2.7,50.3,2.7
412,412,.Black alone,.Black alone,188,185,100,53.5,10.6,54.2,10.5,72,38.1,10.3,38.6,10.3
413,413,.Asian alone,.Asian alone,23,14,2,(B),(B),(B),(B),2,(B),(B),(B),(B)
414,414,.Hispanic (of any race),.Hispanic (of any race),117,69,37,31.5,16.1,(B),(B),17,14.3,12.2,(B),(B)
415,415,.White alone or in combination,.White alone or in combination,"2,247","2,184","1,599",71.1,2.3,73.2,2.2,"1,068",47.5,2.5,48.9,2.5
416,416,.Black alone or in combination ,.Black alone or in combination ,195,193,100,51.4,10.4,52.0,10.4,72,36.6,10.0,37.0,10.0
417,417,.Asian alone or in combination,.Asian alone or in combination,26,17,2,(B),(B),(B),(B),2,(B),(B),(B),(B)
418,418,OREGON-Total,OREGON-Total,"2,802","2,680","1,924",68.7,2.0,71.8,2.0,"1,601",57.1,2.2,59.7,2.2
419,419,.Male,.Male,"1,373","1,299",930,67.7,2.9,71.6,2.8,749,54.6,3.1,57.7,3.1
420,420,.Female,.Female,"1,429","1,381",995,69.6,2.8,72.0,2.8,851,59.6,3.0,61.7,3.0
421,421,.White alone,.White alone,"2,578","2,490","1,807",70.1,2.1,72.6,2.0,"1,518",58.9,2.3,61.0,2.2
422,422,..White non-Hispanic alone,..White non-Hispanic alone,"2,443","2,410","1,758",72.0,2.1,73.0,2.1,"1,482",60.7,2.3,61.5,2.3
423,423,.Black alone,.Black alone,39,37,16,(B),(B),(B),(B),16,(B),(B),(B),(B)
424,424,.Asian alone,.Asian alone,71,57,36,(B),(B),(B),(B),18,(B),(B),(B),(B)
425,425,.Hispanic (of any race),.Hispanic (of any race),169,98,57,33.9,13.3,58.0,13.9,42,25.1,12.2,43.0,14.0
426,426,.White alone or in combination,.White alone or in combination,"2,649","2,552","1,851",69.9,2.1,72.5,2.0,"1,551",58.5,2.2,60.8,2.2
427,427,.Black alone or in combination ,.Black alone or in combination ,54,50,22,(B),(B),(B),(B),22,(B),(B),(B),(B)
428,428,.Asian alone or in combination,.Asian alone or in combination,81,67,43,52.5,16.3,(B),(B),25,30.3,15.0,(B),(B)
429,429,PENNSYLVANIA-Total,PENNSYLVANIA-Total,"9,436","9,234","5,991",63.5,1.4,64.9,1.4,"4,394",46.6,1.5,47.6,1.5
430,430,.Male,.Male,"4,492","4,390","2,826",62.9,2.1,64.4,2.1,"2,091",46.6,2.1,47.6,2.1
431,431,.Female,.Female,"4,944","4,844","3,165",64.0,2.0,65.3,1.9,"2,302",46.6,2.0,47.5,2.0
432,432,.White alone,.White alone,"8,373","8,229","5,489",65.6,1.5,66.7,1.5,"4,027",48.1,1.6,48.9,1.6
433,433,..White non-Hispanic alone,..White non-Hispanic alone,"8,121","8,007","5,396",66.4,1.5,67.4,1.5,"3,967",48.9,1.6,49.5,1.6
434,434,.Black alone,.Black alone,900,859,432,48.1,5.8,50.3,5.8,305,33.9,5.5,35.4,5.6
435,435,.Asian alone,.Asian alone,101,84,39,38.6,17.6,46.5,18.0,36,36.0,17.3,43.3,17.9
436,436,.Hispanic (of any race),.Hispanic (of any race),312,274,119,38.1,12.4,43.3,12.7,77,24.7,11.0,28.1,11.5
437,437,.White alone or in combination,.White alone or in combination,"8,427","8,283","5,515",65.4,1.5,66.6,1.5,"4,048",48.0,1.6,48.9,1.6
438,438,.Black alone or in combination ,.Black alone or in combination ,914,874,436,47.7,5.8,49.9,5.8,309,33.7,5.5,35.3,5.5
439,439,.Asian alone or in combination,.Asian alone or in combination,124,107,42,33.8,15.4,39.1,15.9,39,31.6,15.2,36.6,15.7
440,440,RHODE_ISLAND-Total,RHODE_ISLAND-Total,806,733,536,66.6,1.9,73.2,1.8,431,53.5,2.0,58.8,2.0
